order_id,date,time
203,2016-01-04,11:30:00
204,2016-01-04,11:36:00
205,2016-01-04,11:43:54
206,2016-04-01,00:00:00
208,2016-01-04,12:12:05
209,2016-01-04,12:29:17
210,2016-01-04,12:34:13
212,2016-01-04,13:16:03
213,2016-01-04,13:20:39
215,2016-01-04,13:44:49
216,2016-04-01,00:00:00
217,2016-01-04,14:35:03
218,2016-01-04,14:35:00
220,2016-01-04,15:31:00
222,2016-04-01,00:00:00
223,2016-01-04,16:08:00
224,2016-01-04,16:39:58
226,2016-01-04,16:59:00
227,2016-01-04,17:24:39
228,2016-01-04,17:31:24
229,2016-01-04,17:37:00
230,2016-01-04,17:58:38
233,2016-01-04,18:26:51
234,2016-01-04,18:36:09
235,2016-04-01,00:00:00
238,2016-04-01,00:00:00
239,2016-01-04,19:57:52
240,2016-04-01,00:00:00
241,2016-01-04,20:11:25
242,2016-01-04,20:15:29
243,2016-04-01,00:00:00
245,2016-04-01,00:00:00
246,2016-01-04,20:30:00
249,2016-01-04,21:06:16
251,2016-01-04,21:10:00
252,2016-01-04,22:13:15
254,2016-04-01,00:00:00
255,2016-01-05,11:23:35
256,2016-01-05,11:56:06
258,2016-01-05,11:59:23
260,2016-01-05,12:06:27
261,2016-01-05,12:38:29
262,2016-01-05,12:42:00
263,2016-01-05,12:57:22
264,2016-01-05,13:03:59
265,2016-01-05,13:04:00
266,2016-01-05,13:09:29
267,2016-05-01,00:00:00
268,2016-01-05,13:40:46
269,2016-01-05,13:49:00
270,2016-05-01,00:00:00
271,2016-01-05,14:22:19
272,2016-05-01,00:00:00
274,2016-01-05,14:36:33
276,2016-05-01,00:00:00
277,2016-01-05,15:41:00
279,2016-01-05,16:07:03
280,2016-01-05,16:20:23
281,2016-01-05,16:33:48
282,2016-01-05,16:49:38
283,2016-01-05,16:51:43
284,2016-01-05,16:58:16
285,2016-05-01,00:00:00
286,2016-01-05,17:01:00
288,2016-05-01,00:00:00
289,2016-01-05,17:36:00
290,2016-01-05,17:41:16
291,2016-01-05,17:44:39
292,2016-01-05,17:48:59
293,2016-01-05,17:58:38
294,2016-01-05,18:16:00
295,2016-01-05,18:20:12
296,2016-01-05,18:46:00
297,2016-01-05,19:02:18
298,2016-01-05,19:10:36
299,2016-01-05,19:34:31
301,2016-01-05,19:45:00
302,2016-01-05,19:57:37
303,2016-01-05,20:02:00
304,2016-01-05,20:07:58
305,2016-01-05,20:35:00
307,2016-05-01,00:00:00
308,2016-01-05,21:59:46
309,2016-01-06,11:39:06
310,2016-01-06,11:40:48
311,2016-01-06,11:57:00
312,2016-01-06,12:05:00
313,2016-01-06,12:09:00
314,2016-01-06,12:11:00
315,2016-01-06,12:17:40
316,2016-01-06,12:29:34
317,2016-01-06,12:31:00
318,2016-06-01,00:00:00
319,2016-01-06,12:46:22
320,2016-01-06,12:46:40
321,2016-06-01,00:00:00
323,2016-01-06,13:05:00
324,2016-06-01,00:00:00
325,2016-06-01,00:00:00
326,2016-01-06,13:10:13
327,2016-01-06,13:10:54
328,2016-01-06,13:16:35
329,2016-01-06,13:22:44
330,2016-01-06,13:27:00
332,2016-01-06,14:12:00
333,2016-01-06,14:16:36
334,2016-01-06,14:24:00
335,2016-01-06,14:24:47
336,2016-01-06,14:51:41
337,2016-01-06,15:03:00
338,2016-01-06,15:18:26
339,2016-01-06,15:25:13
341,2016-01-06,15:35:47
342,2016-01-06,15:44:12
343,2016-01-06,15:45:37
344,2016-01-06,16:01:00
345,2016-01-06,16:01:00
346,2016-06-01,00:00:00
348,2016-01-06,16:49:00
350,2016-01-06,17:37:05
351,2016-01-06,17:37:00
352,2016-06-01,00:00:00
353,2016-01-06,17:59:48
354,2016-01-06,18:01:44
355,2016-06-01,00:00:00
356,2016-01-06,18:16:00
357,2016-01-06,18:27:58
358,2016-01-06,18:30:12
359,2016-01-06,18:33:08
360,2016-01-06,18:50:00
361,2016-06-01,00:00:00
362,2016-01-06,19:13:36
363,2016-01-06,19:20:31
364,2016-01-06,19:27:24
365,2016-01-06,19:37:26
366,2016-01-06,20:04:20
367,2016-06-01,00:00:00
369,2016-01-06,20:30:06
370,2016-01-06,21:02:30
371,2016-01-06,21:15:20
372,2016-01-06,22:26:00
373,2016-07-01,00:00:00
374,2016-01-07,11:55:00
375,2016-01-07,11:58:36
376,2016-01-07,12:01:17
377,2016-01-07,12:03:18
378,2016-07-01,00:00:00
379,2016-07-01,00:00:00
380,2016-07-01,00:00:00
381,2016-01-07,12:33:00
382,2016-01-07,12:33:07
384,2016-07-01,00:00:00
385,2016-01-07,12:54:00
386,2016-01-07,12:58:16
387,2016-01-07,13:03:14
388,2016-01-07,13:04:00
390,2016-01-07,13:15:32
391,2016-07-01,00:00:00
392,2016-01-07,13:36:00
394,2016-01-07,14:02:00
395,2016-01-07,14:11:08
397,2016-01-07,14:31:10
398,2016-07-01,00:00:00
400,2016-01-07,16:03:07
401,2016-01-07,16:08:35
402,2016-01-07,16:24:46
403,2016-07-01,00:00:00
404,2016-01-07,16:39:27
405,2016-01-07,16:44:16
406,2016-01-07,16:50:49
407,2016-01-07,16:56:00
408,2016-01-07,17:09:09
409,2016-01-07,17:15:00
410,2016-07-01,00:00:00
411,2016-01-07,17:58:09
412,2016-01-07,18:07:46
413,2016-01-07,18:11:32
414,2016-01-07,18:13:00
415,2016-01-07,18:16:23
416,2016-07-01,00:00:00
417,2016-01-07,18:24:40
418,2016-01-07,18:40:11
419,2016-01-07,19:02:00
420,2016-01-07,19:04:40
421,2016-01-07,19:21:00
422,2016-07-01,00:00:00
424,2016-01-07,20:01:00
425,2016-07-01,00:00:00
426,2016-01-07,20:25:00
427,2016-01-07,21:49:00
428,2016-01-07,22:05:00
429,2016-07-01,00:00:00
430,2016-01-07,22:46:13
431,2016-08-01,00:00:00
432,2016-01-08,11:39:07
433,2016-01-08,11:49:50
434,2016-01-08,11:54:00
436,2016-01-08,12:07:00
437,2016-01-08,12:07:00
438,2016-01-08,12:08:00
439,2016-01-08,12:13:08
441,2016-01-08,12:16:58
444,2016-01-08,12:40:05
445,2016-08-01,00:00:00
446,2016-01-08,12:58:01
447,2016-08-01,00:00:00
448,2016-01-08,13:03:00
450,2016-01-08,13:07:53
451,2016-01-08,13:19:00
453,2016-01-08,13:27:14
455,2016-01-08,13:39:00
456,2016-01-08,13:47:00
457,2016-01-08,13:59:04
458,2016-08-01,00:00:00
459,2016-01-08,14:14:00
460,2016-01-08,14:19:58
461,2016-01-08,14:21:00
462,2016-08-01,00:00:00
464,2016-01-08,14:49:01
465,2016-01-08,14:55:23
466,2016-01-08,15:30:10
468,2016-01-08,15:36:12
469,2016-08-01,00:00:00
470,2016-01-08,15:49:13
471,2016-01-08,16:20:00
472,2016-08-01,00:00:00
473,2016-01-08,16:41:27
474,2016-01-08,16:47:00
475,2016-01-08,17:15:17
476,2016-01-08,17:27:00
477,2016-01-08,17:30:00
478,2016-08-01,00:00:00
479,2016-08-01,00:00:00
480,2016-08-01,00:00:00
481,2016-01-08,17:41:37
482,2016-01-08,17:52:42
483,2016-01-08,17:54:05
484,2016-01-08,18:02:54
486,2016-01-08,18:15:08
488,2016-01-08,18:46:02
489,2016-01-08,18:48:43
490,2016-08-01,00:00:00
491,2016-01-08,19:01:00
492,2016-01-08,19:06:00
493,2016-01-08,19:31:47
495,2016-01-08,19:42:52
499,2016-01-08,21:10:46
500,2016-08-01,00:00:00
501,2016-01-08,21:51:31
502,2016-01-08,22:26:08
503,2016-09-01,00:00:00
504,2016-01-09,11:48:18
505,2016-01-09,11:55:10
506,2016-01-09,12:02:09
508,2016-01-09,12:13:32
509,2016-01-09,12:13:00
510,2016-01-09,12:15:03
511,2016-01-09,12:18:21
512,2016-01-09,12:19:24
513,2016-01-09,12:22:48
516,2016-01-09,13:09:09
517,2016-01-09,13:09:11
518,2016-09-01,00:00:00
519,2016-01-09,13:15:20
520,2016-01-09,13:22:33
521,2016-01-09,13:43:07
522,2016-01-09,14:09:33
523,2016-01-09,14:42:14
524,2016-01-09,14:51:35
525,2016-01-09,15:08:46
526,2016-01-09,15:10:13
528,2016-01-09,15:27:21
529,2016-01-09,15:31:00
530,2016-01-09,15:43:01
533,2016-01-09,16:28:00
534,2016-01-09,16:43:00
535,2016-01-09,17:08:47
537,2016-01-09,17:23:00
538,2016-09-01,00:00:00
539,2016-01-09,17:51:00
540,2016-01-09,17:52:41
542,2016-01-09,18:08:00
543,2016-01-09,18:23:00
544,2016-01-09,18:31:04
546,2016-01-09,18:47:27
547,2016-09-01,00:00:00
549,2016-01-09,19:06:00
550,2016-01-09,19:12:00
551,2016-01-09,19:26:24
554,2016-01-09,20:15:00
555,2016-01-09,20:18:25
556,2016-01-09,20:23:12
557,2016-01-09,20:30:06
558,2016-01-09,20:51:10
559,2016-01-09,21:10:16
560,2016-01-09,21:13:48
561,2016-01-09,21:47:56
562,2016-01-09,22:04:05
564,2016-09-01,00:00:00
566,2016-01-10,12:21:00
567,2016-10-01,00:00:00
568,2016-01-10,12:28:53
569,2016-01-10,12:37:00
570,2016-01-10,13:13:00
571,2016-01-10,13:14:00
572,2016-01-10,13:15:00
573,2016-01-10,13:39:33
574,2016-01-10,13:40:00
575,2016-01-10,13:41:04
578,2016-10-01,00:00:00
579,2016-10-01,00:00:00
580,2016-01-10,13:56:01
581,2016-01-10,14:13:01
582,2016-01-10,14:24:00
583,2016-01-10,14:33:19
584,2016-01-10,15:05:29
585,2016-01-10,15:58:00
586,2016-01-10,16:09:57
587,2016-01-10,16:32:36
588,2016-10-01,00:00:00
590,2016-01-10,17:23:39
591,2016-01-10,17:32:54
592,2016-10-01,00:00:00
594,2016-10-01,00:00:00
596,2016-01-10,18:24:07
597,2016-10-01,00:00:00
598,2016-01-10,18:34:00
599,2016-10-01,00:00:00
601,2016-01-10,18:58:00
602,2016-01-10,19:02:27
603,2016-01-10,19:03:11
605,2016-10-01,00:00:00
608,2016-01-10,19:36:33
609,2016-01-10,19:39:00
610,2016-01-10,19:51:02
611,2016-01-10,19:58:00
615,2016-01-10,20:14:03
616,2016-10-01,00:00:00
617,2016-01-10,20:27:26
618,2016-01-10,20:31:14
619,2016-10-01,00:00:00
621,2016-01-10,20:49:29
622,2016-01-10,20:57:00
623,2016-01-10,21:21:00
625,2016-01-10,21:50:00
626,2016-10-01,00:00:00
627,2016-10-01,00:00:00
628,2016-01-10,22:47:17
630,2016-01-11,11:42:08
631,2016-01-11,11:44:36
632,2016-01-11,11:44:52
633,2016-11-01,00:00:00
634,2016-01-11,12:14:00
635,2016-01-11,12:18:31
636,2016-01-11,12:34:44
637,2016-01-11,12:44:10
638,2016-01-11,12:49:26
639,2016-01-11,13:23:00
640,2016-01-11,13:28:08
641,2016-01-11,13:37:46
642,2016-01-11,13:40:00
644,2016-01-11,13:52:52
645,2016-01-11,14:03:45
646,2016-01-11,14:07:26
648,2016-01-11,14:17:17
649,2016-01-11,14:29:23
650,2016-11-01,00:00:00
651,2016-01-11,14:49:00
652,2016-01-11,16:03:38
653,2016-01-11,16:18:00
654,2016-01-11,16:34:07
655,2016-01-11,16:43:33
657,2016-01-11,16:45:47
658,2016-01-11,16:55:24
659,2016-01-11,16:56:39
660,2016-01-11,17:09:36
662,2016-01-11,17:21:49
663,2016-01-11,17:29:14
667,2016-01-11,18:13:08
669,2016-01-11,18:40:44
671,2016-01-11,19:18:00
672,2016-01-11,19:18:00
673,2016-11-01,00:00:00
674,2016-11-01,00:00:00
675,2016-01-11,19:33:19
676,2016-01-11,19:44:57
677,2016-01-11,19:51:09
678,2016-11-01,00:00:00
679,2016-01-11,20:31:02
681,2016-11-01,00:00:00
684,2016-01-12,12:01:23
685,2016-12-01,00:00:00
688,2016-01-12,12:26:00
689,2016-01-12,12:33:22
690,2016-01-12,12:42:10
691,2016-01-12,12:45:53
692,2016-01-12,12:53:37
694,2016-01-12,13:30:47
695,2016-01-12,13:33:06
699,2016-01-12,14:27:00
702,2016-01-12,14:38:35
703,2016-01-12,15:08:00
704,2016-01-12,15:28:00
705,2016-01-12,15:31:00
706,2016-01-12,15:39:04
708,2016-01-12,15:52:44
709,2016-01-12,15:53:56
710,2016-01-12,15:59:52
712,2016-01-12,16:22:18
713,2016-12-01,00:00:00
714,2016-01-12,16:55:08
715,2016-01-12,17:05:00
716,2016-01-12,17:06:05
717,2016-12-01,00:00:00
718,2016-01-12,17:46:00
719,2016-01-12,17:52:00
720,2016-01-12,17:53:59
721,2016-01-12,18:17:15
722,2016-01-12,18:20:58
723,2016-12-01,00:00:00
725,2016-01-12,18:33:00
726,2016-01-12,18:34:25
728,2016-01-12,18:53:17
729,2016-01-12,19:20:41
730,2016-01-12,19:22:00
731,2016-01-12,19:27:00
732,2016-01-12,19:30:17
733,2016-12-01,00:00:00
734,2016-01-12,20:00:00
735,2016-12-01,00:00:00
736,2016-01-12,21:35:14
737,2016-01-13,11:31:34
738,2016-01-13,12:16:47
739,2016-01-13,12:19:38
741,2016-01-13,12:49:00
743,2016-01-13,00:00:00
744,2016-01-13,13:34:48
746,2016-01-13,13:41:13
749,2016-01-13,14:29:23
751,2016-01-13,15:07:35
752,2016-01-13,15:19:25
753,2016-01-13,00:00:00
754,2016-01-13,15:47:00
756,2016-01-13,15:55:11
758,2016-01-13,16:14:00
759,2016-01-13,16:14:56
760,2016-01-13,00:00:00
761,2016-01-13,16:30:20
762,2016-01-13,16:36:00
763,2016-01-13,16:38:00
764,2016-01-13,16:39:39
765,2016-01-13,00:00:00
766,2016-01-13,17:21:45
769,2016-01-13,17:43:17
770,2016-01-13,00:00:00
771,2016-01-13,17:59:32
773,2016-01-13,18:18:15
774,2016-01-13,18:31:07
775,2016-01-13,18:42:12
776,2016-01-13,18:50:43
778,2016-01-13,19:18:08
779,2016-01-13,19:19:58
781,2016-01-13,20:31:00
782,2016-01-13,20:36:00
783,2016-01-13,21:17:08
784,2016-01-13,21:39:41
785,2016-01-14,11:28:44
786,2016-01-14,11:35:00
787,2016-01-14,11:45:30
788,2016-01-14,11:46:19
789,2016-01-14,11:51:00
790,2016-01-14,12:07:00
792,2016-01-14,12:37:48
793,2016-01-14,12:38:27
794,2016-01-14,12:39:16
795,2016-01-14,12:42:17
797,2016-01-14,12:50:00
798,2016-01-14,12:50:00
799,2016-01-14,12:51:29
801,2016-01-14,13:10:53
802,2016-01-14,13:23:00
803,2016-01-14,13:37:51
804,2016-01-14,13:42:01
805,2016-01-14,14:07:00
806,2016-01-14,14:12:22
807,2016-01-14,14:15:29
808,2016-01-14,14:15:32
809,2016-01-14,14:26:17
810,2016-01-14,14:48:30
811,2016-01-14,14:48:00
812,2016-01-14,15:37:45
813,2016-01-14,16:09:29
814,2016-01-14,16:21:23
817,2016-01-14,17:10:38
818,2016-01-14,17:15:50
820,2016-01-14,00:00:00
821,2016-01-14,17:37:26
822,2016-01-14,17:38:00
823,2016-01-14,17:42:17
824,2016-01-14,00:00:00
825,2016-01-14,18:06:06
826,2016-01-14,18:06:14
828,2016-01-14,18:23:00
829,2016-01-14,00:00:00
830,2016-01-14,18:38:17
831,2016-01-14,18:38:20
832,2016-01-14,18:47:00
833,2016-01-14,00:00:00
834,2016-01-14,19:25:16
836,2016-01-14,20:08:08
837,2016-01-14,20:12:27
838,2016-01-14,20:33:57
839,2016-01-14,20:40:00
840,2016-01-14,20:46:12
841,2016-01-14,00:00:00
842,2016-01-14,21:09:39
843,2016-01-14,21:32:21
844,2016-01-14,21:36:00
845,2016-01-14,21:42:00
846,2016-01-14,22:16:24
847,2016-01-15,11:37:00
848,2016-01-15,11:56:46
850,2016-01-15,12:15:35
852,2016-01-15,00:00:00
853,2016-01-15,12:36:39
854,2016-01-15,00:00:00
855,2016-01-15,12:56:54
856,2016-01-15,00:00:00
857,2016-01-15,13:01:53
858,2016-01-15,13:03:00
859,2016-01-15,13:05:13
861,2016-01-15,13:08:44
862,2016-01-15,13:10:00
863,2016-01-15,13:12:29
864,2016-01-15,14:04:00
866,2016-01-15,14:18:00
868,2016-01-15,14:27:25
869,2016-01-15,14:31:43
870,2016-01-15,00:00:00
872,2016-01-15,00:00:00
873,2016-01-15,15:06:15
874,2016-01-15,15:20:00
875,2016-01-15,15:23:00
876,2016-01-15,15:27:00
877,2016-01-15,15:32:00
878,2016-01-15,16:05:58
879,2016-01-15,16:12:57
880,2016-01-15,16:19:00
881,2016-01-15,16:40:04
882,2016-01-15,16:44:46
883,2016-01-15,16:56:05
884,2016-01-15,16:57:00
885,2016-01-15,00:00:00
886,2016-01-15,17:05:35
887,2016-01-15,17:13:00
888,2016-01-15,17:14:27
890,2016-01-15,17:32:00
892,2016-01-15,00:00:00
893,2016-01-15,18:15:22
895,2016-01-15,18:18:00
896,2016-01-15,18:27:28
897,2016-01-15,18:53:00
898,2016-01-15,00:00:00
899,2016-01-15,19:06:00
900,2016-01-15,19:09:00
901,2016-01-15,19:16:11
902,2016-01-15,19:21:00
903,2016-01-15,00:00:00
904,2016-01-15,20:07:01
905,2016-01-15,20:12:00
906,2016-01-15,20:51:59
907,2016-01-15,20:54:00
908,2016-01-15,21:42:32
909,2016-01-16,11:19:25
910,2016-01-16,11:25:40
911,2016-01-16,11:36:00
912,2016-01-16,11:39:00
913,2016-01-16,11:55:24
914,2016-01-16,12:14:22
915,2016-01-16,12:20:22
917,2016-01-16,12:34:15
918,2016-01-16,13:06:00
919,2016-01-16,13:11:15
920,2016-01-16,00:00:00
921,2016-01-16,13:18:32
922,2016-01-16,13:19:00
923,2016-01-16,00:00:00
924,2016-01-16,13:27:57
925,2016-01-16,00:00:00
926,2016-01-16,13:51:00
927,2016-01-16,00:00:00
928,2016-01-16,14:14:40
929,2016-01-16,14:24:00
930,2016-01-16,00:00:00
931,2016-01-16,15:27:24
932,2016-01-16,00:00:00
933,2016-01-16,00:00:00
934,2016-01-16,15:55:24
935,2016-01-16,16:14:59
937,2016-01-16,16:20:00
941,2016-01-16,00:00:00
942,2016-01-16,17:18:37
943,2016-01-16,17:22:00
944,2016-01-16,17:54:33
945,2016-01-16,17:58:38
946,2016-01-16,18:00:48
947,2016-01-16,18:13:00
948,2016-01-16,18:42:17
950,2016-01-16,18:57:56
951,2016-01-16,19:03:46
952,2016-01-16,19:05:35
953,2016-01-16,19:12:08
954,2016-01-16,19:14:03
955,2016-01-16,19:24:00
956,2016-01-16,19:24:40
957,2016-01-16,19:32:00
958,2016-01-16,19:33:33
959,2016-01-16,19:34:00
961,2016-01-16,19:42:20
962,2016-01-16,19:55:17
963,2016-01-16,20:06:00
965,2016-01-16,00:00:00
966,2016-01-16,20:59:17
967,2016-01-16,21:03:00
969,2016-01-16,21:36:19
970,2016-01-16,21:44:00
971,2016-01-16,21:46:20
972,2016-01-16,22:03:09
973,2016-01-16,22:06:08
976,2016-01-17,11:53:00
977,2016-01-17,12:01:58
978,2016-01-17,12:24:36
982,2016-01-17,00:00:00
983,2016-01-17,00:00:00
984,2016-01-17,14:33:55
986,2016-01-17,14:35:25
987,2016-01-17,14:41:14
988,2016-01-17,14:44:56
989,2016-01-17,15:08:00
991,2016-01-17,15:43:00
992,2016-01-17,15:49:00
993,2016-01-17,16:16:59
995,2016-01-17,16:57:30
996,2016-01-17,17:11:00
997,2016-01-17,17:16:26
998,2016-01-17,17:19:16
999,2016-01-17,17:21:24
1000,2016-01-17,17:24:24
1001,2016-01-17,17:28:05
1002,2016-01-17,17:29:41
1003,2016-01-17,17:31:16
1004,2016-01-17,17:44:05
1005,2016-01-17,17:49:51
1006,2016-01-17,18:28:12
1008,2016-01-17,00:00:00
1011,2016-01-17,19:20:00
1012,2016-01-17,00:00:00
1013,2016-01-17,19:26:40
1014,2016-01-17,19:38:00
1017,2016-01-17,20:13:00
1018,2016-01-17,20:38:50
1019,2016-01-17,20:50:00
1020,2016-01-17,21:04:20
1021,2016-01-17,21:11:31
1022,2016-01-17,21:16:00
1025,2016-01-17,21:49:00
1026,2016-01-17,21:55:00
1027,2016-01-17,21:57:02
1029,2016-01-17,00:00:00
1030,2016-01-17,22:13:59
1031,2016-01-18,11:39:03
1032,2016-01-18,11:45:00
1033,2016-01-18,11:54:00
1034,2016-01-18,12:07:00
1036,2016-01-18,00:00:00
1037,2016-01-18,13:04:54
1038,2016-01-18,13:14:59
1039,2016-01-18,13:33:00
1040,2016-01-18,13:56:05
1041,2016-01-18,00:00:00
1042,2016-01-18,14:06:19
1044,2016-01-18,14:20:16
1045,2016-01-18,14:22:14
1046,2016-01-18,14:39:33
1047,2016-01-18,14:50:37
1048,2016-01-18,00:00:00
1050,2016-01-18,15:05:54
1051,2016-01-18,00:00:00
1053,2016-01-18,00:00:00
1054,2016-01-18,15:56:00
1055,2016-01-18,16:07:14
1057,2016-01-18,16:18:00
1058,2016-01-18,16:30:09
1059,2016-01-18,16:30:14
1060,2016-01-18,16:39:46
1061,2016-01-18,17:17:00
1062,2016-01-18,17:21:38
1063,2016-01-18,17:28:29
1064,2016-01-18,17:30:00
1065,2016-01-18,17:48:16
1067,2016-01-18,18:13:00
1068,2016-01-18,18:16:32
1069,2016-01-18,00:00:00
1070,2016-01-18,18:21:27
1072,2016-01-18,18:32:00
1073,2016-01-18,18:42:02
1074,2016-01-18,19:01:54
1075,2016-01-18,19:15:17
1076,2016-01-18,19:36:15
1079,2016-01-18,20:45:00
1080,2016-01-18,21:22:00
1081,2016-01-18,00:00:00
1082,2016-01-19,00:00:00
1086,2016-01-19,11:57:00
1087,2016-01-19,11:57:00
1089,2016-01-19,12:03:57
1090,2016-01-19,12:14:00
1091,2016-01-19,12:20:00
1093,2016-01-19,12:33:24
1094,2016-01-19,12:33:50
1095,2016-01-19,12:47:24
1097,2016-01-19,13:02:00
1099,2016-01-19,13:33:00
1101,2016-01-19,13:36:00
1102,2016-01-19,14:03:00
1103,2016-01-19,14:08:12
1104,2016-01-19,14:39:45
1105,2016-01-19,15:13:54
1107,2016-01-19,15:45:44
1108,2016-01-19,16:18:49
1109,2016-01-19,16:20:00
1110,2016-01-19,16:33:35
1111,2016-01-19,16:35:00
1113,2016-01-19,00:00:00
1115,2016-01-19,00:00:00
1116,2016-01-19,17:09:15
1118,2016-01-19,17:19:49
1120,2016-01-19,17:46:00
1121,2016-01-19,18:15:08
1122,2016-01-19,00:00:00
1123,2016-01-19,00:00:00
1125,2016-01-19,18:45:40
1126,2016-01-19,18:48:46
1127,2016-01-19,00:00:00
1128,2016-01-19,18:59:00
1129,2016-01-19,00:00:00
1132,2016-01-19,19:51:37
1133,2016-01-19,19:59:17
1134,2016-01-19,20:05:41
1135,2016-01-19,21:15:41
1136,2016-01-19,00:00:00
1137,2016-01-19,22:13:00
1138,2016-01-20,00:00:00
1139,2016-01-20,11:25:59
1140,2016-01-20,00:00:00
1141,2016-01-20,11:35:00
1143,2016-01-20,11:37:33
